Wall time,Step,Value
1725860955.9392078,0,0.046602506190538406
1725860976.4018016,1,0.34158673882484436
1725860995.4089358,2,0.9667954444885254
1725861015.0630572,3,0.8810939192771912
1725861034.3912838,4,1.111012578010559
1725861053.907926,5,1.4119948148727417
1725861072.9858015,6,1.2413289546966553
1725861091.6241558,7,1.504171371459961
1725861110.7490551,8,1.4040985107421875
1725861129.5463026,9,1.3285459280014038
1725861148.598709,10,1.5130605697631836
1725861168.2203434,11,1.4014564752578735
1725861187.4750314,12,1.4736465215682983
1725861207.2772653,13,1.4375859498977661
1725861225.896181,14,1.5831457376480103
1725861245.02962,15,1.4936554431915283
1725861264.5576665,16,1.5836929082870483
1725861283.912538,17,1.3629209995269775
1725861303.1311429,18,1.413072109222412
1725861321.798931,19,1.5424964427947998
1725861340.8229904,20,1.5189212560653687
1725861359.2112927,21,1.4578542709350586
1725861377.6720123,22,1.545769453048706
1725861395.853706,23,1.494508981704712
1725861414.7413254,24,1.5326277017593384
1725861433.2769957,25,1.4536116123199463
1725861451.8267672,26,1.5832682847976685
1725861470.6791294,27,1.5195229053497314
1725861489.2435434,28,1.5383498668670654
1725861507.9758594,29,1.5670360326766968
1725861526.69489,30,1.5419683456420898
1725861545.697959,31,1.5333104133605957
1725861564.5847552,32,1.490677833557129
1725861586.0445216,33,1.5477972030639648
1725861606.3678432,34,1.5206917524337769
1725861625.0666416,35,1.5310405492782593
1725861643.7744913,36,1.537421464920044
1725861662.4853227,37,1.5096169710159302
1725861681.154598,38,1.5295404195785522
1725861699.972091,39,1.5409127473831177
1725861720.126362,40,1.5408546924591064
1725861739.5839942,41,1.5294554233551025
1725861758.5904768,42,1.526888132095337
1725861778.259167,43,1.5223661661148071
1725861798.1054184,44,1.5380878448486328
1725861817.3093162,45,1.5334293842315674
1725861835.302828,46,1.5281704664230347
1725861854.763243,47,1.534602165222168
1725861873.7157695,48,1.5341297388076782
1725861892.9288301,49,1.5322535037994385
